NS sector:
[0, 27, 0, 27, 1]
[0, 27, 0, 28, 1]
[0, 27, 0, 29, 1]
[0, 27, 0, 30, 1]
[0, 27, 0, 31, 1]
[0, 27, 0, 32, 1]
[0, 27, 0, 33, 1]
[0, 27, 0, 34, 1]
[0, 27, 0, 35, 1]
[0, 27, 0, 36, 1]
[0, 27, 0, 37, 1]
[0, 27, 0, 38, 1]
[0, 27, 0, 39, 1]
[0, 27, 0, 40, 1]
[0, 27, 0, 41, 1]
[0, 27, 0, 42, 1]
[0, 27, 0, 43, 1]
[0, 27, 1, 27, 0]
[0, 27, 1, 28, 0]
[0, 27, 1, 29, 0]
[0, 27, 1, 30, 0]
[0, 27, 1, 31, 0]
[0, 27, 1, 32, 0]
[0, 27, 1, 33, 0]
[0, 27, 1, 34, 0]
[0, 27, 1, 35, 0]
[0, 27, 1, 36, 0]
[0, 27, 1, 37, 0]
[0, 27, 1, 38, 0]
[0, 27, 1, 39, 0]
[0, 27, 1, 40, 0]
[0, 27, 1, 41, 0]
[0, 27, 1, 42, 0]
[0, 27, 1, 43, 0]
[0, 28, 0, 27, 1]
[0, 28, 0, 28, 1]
[0, 28, 0, 29, 1]
[0, 28, 0, 30, 1]
[0, 28, 0, 31, 1]
[0, 28, 0, 32, 1]
[0, 28, 0, 33, 1]
[0, 28, 0, 34, 1]
[0, 28, 0, 35, 1]
[0, 28, 0, 36, 1]
[0, 28, 0, 37, 1]
[0, 28, 0, 38, 1]
[0, 28, 0, 39, 1]
[0, 28, 0, 40, 1]
[0, 28, 0, 41, 1]
[0, 28, 0, 42, 1]
[0, 28, 0, 43, 1]
[0, 28, 1, 27, 0]
[0, 28, 1, 28, 0]
[0, 28, 1, 29, 0]
[0, 28, 1, 30, 0]
[0, 28, 1, 31, 0]
[0, 28, 1, 32, 0]
[0, 28, 1, 33, 0]
[0, 28, 1, 34, 0]
[0, 28, 1, 35, 0]
[0, 28, 1, 36, 0]
[0, 28, 1, 37, 0]
[0, 28, 1, 38, 0]
[0, 28, 1, 39, 0]
[0, 28, 1, 40, 0]
[0, 28, 1, 41, 0]
[0, 28, 1, 42, 0]
[0, 28, 1, 43, 0]
[0, 29, 0, 27, 1]
[0, 29, 0, 28, 1]
[0, 29, 0, 29, 1]
[0, 29, 0, 30, 1]
[0, 29, 0, 31, 1]
[0, 29, 0, 32, 1]
[0, 29, 0, 33, 1]
[0, 29, 0, 34, 1]
[0, 29, 0, 35, 1]
[0, 29, 0, 36, 1]
[0, 29, 0, 37, 1]
[0, 29, 0, 38, 1]
[0, 29, 0, 39, 1]
[0, 29, 0, 40, 1]
[0, 29, 0, 41, 1]
[0, 29, 0, 42, 1]
[0, 29, 0, 43, 1]
[0, 29, 1, 27, 0]
[0, 29, 1, 28, 0]
[0, 29, 1, 29, 0]
[0, 29, 1, 30, 0]
[0, 29, 1, 31, 0]
[0, 29, 1, 32, 0]
[0, 29, 1, 33, 0]
[0, 29, 1, 34, 0]
[0, 29, 1, 35, 0]
[0, 29, 1, 36, 0]
[0, 29, 1, 37, 0]
[0, 29, 1, 38, 0]
[0, 29, 1, 39, 0]
[0, 29, 1, 40, 0]
[0, 29, 1, 41, 0]
[0, 29, 1, 42, 0]
[0, 29, 1, 43, 0]
[0, 30, 0, 27, 1]
[0, 30, 0, 28, 1]
[0, 30, 0, 29, 1]
[0, 30, 0, 30, 1]
[0, 30, 0, 31, 1]
[0, 30, 0, 32, 1]
[0, 30, 0, 33, 1]
[0, 30, 0, 34, 1]
[0, 30, 0, 35, 1]
[0, 30, 0, 36, 1]
[0, 30, 0, 37, 1]
[0, 30, 0, 38, 1]
[0, 30, 0, 39, 1]
[0, 30, 0, 40, 1]
